"","Buy","Sell","Buy-Sell"
"2017-12-21",0.00507110858134041,0.00400476304195108,0.00106634553938934
"2017-12-22",0.000949229484745517,-0.000126177437890118,0.00107540692263564
"2017-12-26",0.00244403756264577,0.00303585400930495,-0.000591816446659177
"2017-12-27",-0.00123987691581096,0.000436042839485173,-0.00167591975529613
"2017-12-28",0.00373664270575946,0.00289974553568562,0.000836897170073847
"2017-12-29",-0.00450478556299017,-0.00545849679016064,0.000953711227170473
"2018-01-02",0.00691622432525607,0.00845387313919366,-0.00153764881393759
"2018-01-03",0.00342576177209564,0.00443059212408703,-0.00100483035199139
"2018-01-04",0.00298204732830798,0.00208441257373848,0.000897634754569498
"2018-01-05",0.00615464564084256,0.0052640877107939,0.000890557930048663
"2018-01-08",0.00522851800915536,0.00282521108053757,0.00240330692861779
"2018-01-09",-0.00231505324450909,0.000837962350608734,-0.00315301559511783
"2018-01-10",-0.00072971198067473,-0.00146286763047898,0.000733155649804251
"2018-01-11",0.0110053156091756,0.00956899188039051,0.0014363237287851
"2018-01-12",0.00742604587693219,0.00722841141840647,0.000197634458525719
"2018-01-16",-0.00727045559117567,-0.00664871790006816,-0.000621737691107516
"2018-01-17",0.00819921997324702,0.0124917355568976,-0.00429251558365062
"2018-01-18",-0.00163774285418539,-0.00340419449181206,0.00176645163762668
"2018-01-19",0.00814244666769626,0.0083399018183592,-0.00019745515066294
"2018-01-22",0.00665334119780536,0.00882220771439535,-0.00216886651658998
"2018-01-23",0.0019981787726473,0.0036932217182164,-0.0016950429455691
"2018-01-24",-0.00480101910480324,0.000580705654138036,-0.00538172475894128
"2018-01-25",-0.00536543927082023,0.000689149130568945,-0.00605458840138917
"2018-01-26",0.00846569171597866,0.0113640690719106,-0.0028983773559319
"2018-01-29",-0.00773851988526608,-0.00882691661786528,0.0010883967325992
"2018-01-30",-0.00907414321519084,-0.012320191268273,0.00324604805308215
"2018-01-31",-0.000337143672896389,-0.00282974533579128,0.00249260166289489
"2018-02-01",-0.00328549267297507,-0.00334784415119638,6.23514782213119e-05
"2018-02-02",-0.0188847706983936,-0.0230174532741052,0.00413268257571164
"2018-02-05",-0.0350100596112787,-0.035491558219421,0.000481498608142283
"2018-02-06",0.0111449328094502,0.0175295888959954,-0.00638465608654526
"2018-02-07",-0.00246574664644938,0.000757816601123507,-0.00322356324757289
"2018-02-08",-0.0299101799972407,-0.0338070579867218,0.00389687798948113
"2018-02-09",0.0118524863170826,0.0131661786895905,-0.00131369237250789
"2018-02-12",0.0133141548032856,0.0115465922296512,0.00176756257363442
"2018-02-13",0.00171504834538849,0.000661972041138936,0.00105307630424956
"2018-02-14",0.0118658336113135,0.018855184674319,-0.00698935106300547
"2018-02-15",0.0111000733166211,0.00878807237911339,0.00231200093750772
"2018-02-16",-0.00126134058787342,-0.000349398608217033,-0.000911941979656383
"2018-02-20",-0.00531530830987692,-0.0072565903691254,0.00194128205924848
"2018-02-21",-0.00793806879631598,-0.00481531694267634,-0.00312275185363964
"2018-02-22",0.000645425499873786,0.00136294778567492,-0.000717522285801131
"2018-02-23",0.0156145379031964,0.0153490756585359,0.000265462244660508
"2018-02-26",0.00816553899610373,0.00424411656840396,0.00392142242769977
"2018-02-27",-0.014368404888818,-0.0134124152962893,-0.000955989592528628
"2018-02-28",-0.00756322817154076,-0.00969242730284448,0.00212919913130372
"2018-03-01",-0.00931143790623823,-0.00864365828987768,-0.000667779616360553
"2018-03-02",0.00717545878509007,0.0081494773074986,-0.000974018522408526
"2018-03-05",0.00968508210815244,0.0103737422059769,-0.000688660097824423
"2018-03-06",0.00403019184232489,0.00607945341328175,-0.00204926157095686
"2018-03-07",-7.0472107146724e-05,-0.00344878758708089,0.00337831547993417
"2018-03-08",0.00465839224063958,0.00295253282081909,0.00170585941982049
"2018-03-09",0.0137823670197492,0.0144171383751419,-0.000634771355392694
"2018-03-12",0.000576574253094986,-0.00159557480775807,0.00217214906085306
"2018-03-13",-0.00423354215203742,-0.00521468727118757,0.000981145119150151
"2018-03-14",-0.00401228427798017,-0.00446038641580604,0.000448102137825868
"2018-03-15",-0.00214046380073951,-0.00520620186598442,0.00306573806524491
"2018-03-16",0.00426214300148176,0.00454394285655035,-0.000281799855068599
"2018-03-19",-0.0104401948279188,-0.0112755118842865,0.000835317056367746
"2018-03-20",8.52593519560241e-05,0.00154159745053972,-0.0014563380985837
"2018-03-21",0.000491755360395363,0.00236447522992256,-0.0018727198695272
"2018-03-22",-0.0196473154194262,-0.0224225396778567,0.00277522425843046
"2018-03-23",-0.0176006151861217,-0.0147937659644538,-0.00280684922166785
"2018-03-26",0.0203974512046108,0.0232649720019715,-0.00286752079736075
"2018-03-27",-0.00891417030186181,-0.0141612864194369,0.00524711611757511
"2018-03-28",-0.000686810720322284,-0.00461039062715196,0.00392357990682968
"2018-03-29",0.0128614413255488,0.0138464422147926,-0.000985000889243803
"2018-04-02",-0.0216662908695058,-0.0241121971849563,0.0024459063154505
"2018-04-03",0.0121579717360181,0.0115550026375149,0.000602969098503214
"2018-04-04",0.0110912502685694,0.0130559642055386,-0.00196471393696918
"2018-04-05",0.00746191561032217,0.00530530274751317,0.00215661286280899
"2018-04-06",-0.0197958733341537,-0.0215000191761776,0.00170414584202394
"2018-04-09",0.00221897207481159,0.00103786740617751,0.00118110466863408
"2018-04-10",0.010714221312587,0.0167294560847773,-0.00601523477219024
"2018-04-11",-0.00524298623950115,-0.0020855491227505,-0.00315743711675065
"2018-04-12",0.00288018110342625,0.00647624190125939,-0.00359606079783314
"2018-04-13",-0.00141001510106054,-0.0021124869587642,0.000702471857703668
"2018-04-16",0.010891743701428,0.00758508388314216,0.00330665981828582
"2018-04-17",0.00784056512030684,0.0111429168495385,-0.00330235172923166
"2018-04-18",0.00231396189134925,0.00340008605104303,-0.00108612415969378
"2018-04-19",-0.00643563345755249,-0.00790154937076237,0.00146591591320988
"2018-04-20",-0.0067442136595024,-0.00768404155138236,0.000939827891879963
"2018-04-23",0.00230209591095476,0.000659600351695877,0.00164249555925888
"2018-04-24",-0.00879808985499242,-0.0096780477598627,0.000879957904870277
"2018-04-25",0.00397331914010213,0.00101799125090829,0.00295532788919384
"2018-04-26",0.00417711293802614,0.0135473135697692,-0.0093702006317431
"2018-04-27",0.00223953255122677,0.00451558040756406,-0.00227604785633728
"2018-04-30",-0.0085749864885063,-0.00735066857332178,-0.00122431791518451
"2018-05-01",0.000141804638842835,0.0044053170470264,-0.00426351240818357
"2018-05-02",-0.00733972179771269,-0.00621332137374231,-0.00112640042397039
"2018-05-03",-0.00325166224980455,-0.00299471211754421,-0.000256950132260347
"2018-05-04",0.0111121030935915,0.010303166962883,0.000808936130708426
"2018-05-07",0.00130294037679479,0.00324700837180214,-0.00194406799500735
"2018-05-08",-0.00228869813600507,0.000406494181793171,-0.00269519231779825
"2018-05-09",0.00841252054651509,0.00815003338848785,0.000262487158027236
"2018-05-10",0.00744322074927872,0.00940650495045348,-0.00196328420117475
"2018-05-11",-0.000784446990193199,0.000872321232187945,-0.00165676822238114
"2018-05-14",0.000918518602689211,-0.0018930242560522,0.00281154285874141
"2018-05-15",-0.00310785592965668,-0.00815697887826605,0.00504912294860937
"2018-05-16",0.00643444812609495,0.00448814670134667,0.00194630142474828
"2018-05-17",0.00144583703736267,-0.00153943544718382,0.0029852724845465
"2018-05-18",-0.00399251877691265,-0.00225430809737381,-0.00173821067953883
"2018-05-21",0.00483109395055248,0.00703775480538349,-0.00220666085483101
"2018-05-22",-0.00334777225197336,-0.00368870183531689,0.00034092958334353
"2018-05-23",0.000842144652627219,0.00620136728900067,-0.00535922263637345
"2018-05-24",-0.000851827875943068,0.000157192119155658,-0.00100901999509873
"2018-05-25",-0.00285622433423194,-0.00198554489764879,-0.000870679436583144
"2018-05-29",-0.0106086348893307,-0.00741923917121579,-0.00318939571811494
"2018-05-30",0.0117091485867145,0.012230519100946,-0.000521370514231512
"2018-05-31",-0.00991678311786981,-0.00783202828278617,-0.00208475483508364
"2018-06-01",0.00864013366567473,0.0110830622567162,-0.00244292859104145
"2018-06-04",-0.0016843181798406,0.00683330950296668,-0.00851762768280728
"2018-06-05",0.000758092918450526,0.00356529023931662,-0.00280719732086609
"2018-06-06",0.00844429837217109,0.00594363338232307,0.00250066498984802
"2018-06-07",2.92047368517512e-05,-0.00225275732254038,0.00228196205939213
"2018-06-08",0.00590479193382842,0.00519076216575676,0.000714029768071667
"2018-06-11",0.00294430641237731,0.00380006367501973,-0.00085575726264242
"2018-06-12",0.00254172712979561,0.00290092529709285,-0.000359198167297237
"2018-06-13",-0.00365364559410708,-0.00542159478307069,0.00176794918896361
"2018-06-14",0.00520644766795209,0.00310429450760563,0.00210215316034645
"2018-06-15",0.00317627812384447,-0.00258530540516577,0.00576158352901024
"2018-06-18",-0.00241747178992702,0.00208220870465614,-0.00449968049458316
"2018-06-19",-0.00327255387789505,-0.00321549496145468,-5.70589164403668e-05
"2018-06-20",0.00196708673692836,0.00601094142608094,-0.00404385468915258
"2018-06-21",-0.00658377135587584,-0.0069732274646328,0.000389456108756958
"2018-06-22",0.00473124005701964,-0.000255943063247499,0.00498718312026714
"2018-06-25",-0.00937084793279064,-0.0178783539190596,0.00850750598626893
"2018-06-26",-0.00037072379725811,0.00455122272985142,-0.00492194652710953
"2018-06-27",-0.010084828765092,-0.00848737532182964,-0.00159745344326234
"2018-06-28",0.00324845629293957,0.00517624608143663,-0.00192778978849706
"2018-06-29",-0.000425614027780519,0.00144016876366737,-0.00186578279144789
"2018-07-02",-4.60467062447512e-05,-0.00239275754869395,0.0023467108424492
"2018-07-03",-0.00160924444032851,0.000866231627513425,-0.00247547606784193
"2018-07-05",0.00780898001194097,0.00460940388591968,0.00319957612602129
"2018-07-06",0.00730933426394675,0.00925267920739081,-0.00194334494344406
"2018-07-09",0.0136428869080465,0.00889712863666681,0.00474575827137969
"2018-07-10",0.00168027003523696,0.00261303578110317,-0.000932765745866204
"2018-07-11",-0.0102670994691936,-0.00963730266109419,-0.000629796808099381
"2018-07-12",0.00483029948431213,0.00699861398124013,-0.002168314496928
"2018-07-13",0.00218424929085748,0.000751159507500487,0.00143308978335699
"2018-07-16",-0.000943213314382407,-0.00509883874789696,0.00415562543351455
"2018-07-17",0.00346461085564265,0.00152836550615154,0.00193624534949111
"2018-07-18",0.00334261112871426,0.00302685347711473,0.000315757651599524
"2018-07-19",-0.00394791782128523,0.00103501029143294,-0.00498292811271817
"2018-07-20",-0.00219766511209374,-0.00280407964842599,0.000606414536332256
"2018-07-23",-0.000936166645858272,0.00193296503207674,-0.00286913167793501
"2018-07-24",-0.00110031308586045,-0.00473234296584801,0.00363202987998756
"2018-07-25",0.0056596193938232,0.0117540584142515,-0.00609443902042828
"2018-07-26",0.00821538674404332,0.000664614358209636,0.00755077238583368
"2018-07-27",-0.00127562225852762,-0.0120807030500771,0.0108050807915495
"2018-07-30",-0.000218662059343178,-0.00689454702004666,0.00667588496070348
"2018-07-31",0.00948019168947178,0.00614288179577427,0.00333730989369752
"2018-08-01",-0.0111086666995495,-0.0116781045862502,0.000569437886700719
"2018-08-02",-0.000493302885134494,0.00936382362968025,-0.00985712651481474
"2018-08-03",0.00867632146756181,0.000971894996982359,0.00770442647057945
"2018-08-06",0.000328009422148279,0.00619968752304612,-0.00587167810089784
"2018-08-07",-0.000403803938231473,0.00152593090569364,-0.00192973484392511
"2018-08-08",-0.00277515635478209,0.00111015805265935,-0.00388531440744144
"2018-08-09",-0.00231709017000747,-0.00146046475434991,-0.000856625415657564
"2018-08-10",-0.0118769695653987,-0.00211323508830163,-0.00976373447709711
"2018-08-13",-0.00364989244244396,-0.00604031207055022,0.00239041962810627
"2018-08-14",0.0115467772546141,0.011275431843313,0.000271345411301027
"2018-08-15",-0.00745526110838579,-0.0213309627944067,0.0138757016860209
"2018-08-16",0.0104129709470424,0.00457996049627618,0.00583301045076623
"2018-08-17",0.00705154805846187,0.00250496008218248,0.00454658797627938
"2018-08-20",0.0071504421726738,0.0101947745415838,-0.00304433236891
"2018-08-21",0.0028864861263953,0.00676772980535723,-0.00388124367896192
"2018-08-22",-0.00497920418038467,0.00409749729311426,-0.00907670147349893
"2018-08-23",-0.00809801454121484,0.00207006660634734,-0.0101680811475622
"2018-08-24",0.0053177131298674,0.00498876261231107,0.000328950517556326
"2018-08-27",0.0105339581530888,0.00428810599104645,0.00624585216204232
"2018-08-28",0.00106803377498488,4.62213011551693e-05,0.00102181247382971
"2018-08-29",0.00369495172616596,0.00619495325870756,-0.0025000015325416
"2018-08-30",-0.00747776260950961,-0.00358028104429486,-0.00389748156521474
"2018-08-31",-0.000984216706374719,0.000517660378090978,-0.0015018770844657
"2018-09-04",-0.0067268520655841,0.003920490908218,-0.0106473429738021
"2018-09-05",-0.000494032693563073,-0.00665388175963366,0.00615984906607059
"2018-09-06",-0.00832398137195456,-0.00334457735383098,-0.00497940401812358
"2018-09-07",-0.00234857414314693,-0.00195770543648965,-0.000390868706657277
"2018-09-10",0.00319240497913631,0.00653229494635266,-0.00333988996721635
"2018-09-11",-0.0029160431513261,0.00434785599213416,-0.00726389914346026
"2018-09-12",0.00231462862904586,0.00419795099613451,-0.00188332236708866
"2018-09-13",0.00334664339705992,-0.000466927702967745,0.00381357110002767
"2018-09-14",0.00467948038383859,0.000395255851645793,0.00428422453219279
"2018-09-17",-0.00228334315251233,-0.00733201588342425,0.00504867273091192
"2018-09-18",0.00852416798235467,0.00745105283050851,0.00107311515184616
"2018-09-19",0.00733435564570195,-0.00383871383905354,0.0111730694847555
"2018-09-20",0.00612180102382598,0.00369618306853048,0.0024256179552955
"2018-09-21",0.0027867003692843,0.0010093013496375,0.0017773990196468
"2018-09-24",-0.010605685129653,0.00141667157624759,-0.0120223567059006
"2018-09-25",-0.00587810432780023,0.00209928660763148,-0.00797739093543171
"2018-09-26",-0.00401482282576582,0.000937411885650219,-0.00495223471141604
"2018-09-27",-0.000250587044970385,0.0030770027889151,-0.00332758983388548
"2018-09-28",-0.00124257194348432,0.00137254720385682,-0.00261511914734114
"2018-10-01",-0.00134763873992649,-7.32745123371847e-05,-0.00127436422758931
"2018-10-02",-0.0018299555500515,-0.00752444582208034,0.00569449027202884
"2018-10-03",0.00220993436185246,0.000972723234105688,0.00123721112774677
"2018-10-04",-0.00940344797867387,-0.0111672416530562,0.00176379367438229
"2018-10-05",-0.00768193461239297,-0.00694654599687639,-0.000735388615516586
"2018-10-08",0.00401651068523656,-0.00389564754927962,0.00791215823451619
"2018-10-09",-0.00845388538329717,-0.00425341087155939,-0.00420047451173777
"2018-10-10",-0.0289309037748677,-0.0380625541676712,0.0091316503928035
"2018-10-11",-0.0158140533741968,-0.0188861702888029,0.00307211691460607
"2018-10-12",0.00596509963827763,0.0201642082604008,-0.0141991086221231
"2018-10-15",0.0023830856369067,-0.0032622843138278,0.0056453699507345
"2018-10-16",0.0170247295146257,0.0273326725652352,-0.0103079430506094
"2018-10-17",-0.00426390101512386,-0.00463974239162857,0.000375841376504704
"2018-10-18",-0.0169582130941698,-0.0135786203978453,-0.00337959269632448
"2018-10-19",-0.0081034590280934,-0.0103093174059564,0.00220585837786302
"2018-10-22",-0.0106491765845783,0.0025598002220637,-0.013208976806642
"2018-10-23",-0.00279618572382145,-0.0108434147449966,0.00804722902117516
"2018-10-24",-0.0332742520629717,-0.0392144760711343,0.00594022400816252
"2018-10-25",0.0170268491923153,0.0104524791691747,0.00657437002314065
"2018-10-26",-0.0203523234108542,-0.0143747646324153,-0.00597755877843897
"2018-10-29",-0.000897534553115475,-0.00342896205012422,0.00253142749700874
"2018-10-30",0.0267105453370864,0.0198295337887611,0.00688101154832532
"2018-10-31",0.0100395065728811,0.00711572056439436,0.00292378600848675
"2018-11-01",0.0299530921888145,0.0144431439016619,0.0155099482871526
"2018-11-02",-0.00266164175604533,-0.00318482640576734,0.000523184649722008
"2018-11-05",0.00256503515628981,0.00632344791430084,-0.00375841275801103
"2018-11-06",0.00675925362470076,0.00627778359050124,0.000481470034199516
"2018-11-07",0.0124646908607884,0.0177853144459381,-0.00532062358514973
"2018-11-08",-0.00736548199597886,0.00021845064381032,-0.00758393263978918
"2018-11-09",-0.0163470428681399,-0.0105667588898202,-0.00578028397831976
"2018-11-12",-0.0200613431933953,-0.0161448273731655,-0.00391651582022978
"2018-11-13",0.000854374169158678,-0.000543970528839921,0.0013983446979986
"2018-11-14",0.000422581578662484,-0.0104601261056277,0.0108827076842902
"2018-11-15",0.0126420437749764,0.00877115601180001,0.00387088776317634
"2018-11-16",0.00103130943032803,-0.000343541500905098,0.00137485093123313
"2018-11-19",-0.0158198771788503,-0.0204769830444624,0.00465710586561219
"2018-11-20",-0.0193231162005644,-0.022053283103713,0.00273016690314865
"2018-11-21",0.0142057899642802,0.00641060593269116,0.00779518403158908
"2018-11-23",-0.00668554156678036,0.0001321526733149,-0.00681769424009526
"2018-11-26",0.0220425787342036,0.011885051940816,0.0101575267933876
"2018-11-27",-0.00444434573603869,0.00222822950297408,-0.00667257523901277
"2018-11-28",0.0174720210553843,0.0225991556886076,-0.00512713463322334
"2018-11-29",-0.00840719181880256,0.000498594965951726,-0.00890578678475429
"2018-11-30",0.00263308051880839,0.00401851590963842,-0.00138543539083003
"2018-12-03",0.0204444288063845,0.00551644483990477,0.0149279839664798
"2018-12-04",-0.0457732823344553,-0.0244745624503222,-0.0212987198841331
"2018-12-06",-0.00652439129428084,-0.000514423169585609,-0.00600996812469523
